,sample_output,test_output,Random_forest,Linear_prediction
158,1.4980401151260319,1.4979,1.4978155034601497,1.498154430501077
159,1.4952354777544175,1.4951,1.4952970596402202,1.4952361575233821
160,1.5119958236669857,1.5125,1.512810547693084,1.5127559277135019
161,1.512901864996251,1.5131,1.5119608002578606,1.5132681672367339
162,1.5111604109724155,1.511,1.511730218514232,1.5107238361052309
163,1.5152433554599027,1.5151,1.5152206874129799,1.5152595316431556
164,1.5167739004831937,1.5168,1.516835106888842,1.5163937759026025
165,1.5167587366560862,1.5168,1.516742853693863,1.5166993549465273
166,1.5163705836556551,1.5168,1.5167795141937919,1.5164913314766322
167,1.5190467756876007,1.5190000000000001,1.5193470071465602,1.518929822454143
168,1.5179783903935713,1.5177,1.5188060250809943,1.5177799203339104
169,1.5157487017957063,1.5156,1.5166539800129337,1.5157329550384615
170,1.515768115637141,1.5157,1.5153395022913099,1.5150861147231494
171,1.5149016453496367,1.515,1.5148952195452812,1.5149683629534278
172,1.514745222239052,1.5146,1.514737507160817,1.51494327754705
173,1.5186534013233175,1.5187,1.5190441887678054,1.5191508853714053
174,1.5193775039387358,1.5190000000000001,1.5180551475759387,1.5182629864103232
175,1.5186708491961283,1.5184,1.5184060979088387,1.5187486259638403
176,1.5165421461538138,1.5164,1.5165557306929642,1.5166150579135005
177,1.519007281688457,1.5190000000000001,1.5192224967314618,1.518886897098187
178,1.5156505059101262,1.5158,1.5158336178102083,1.5157207698467259
179,1.5146100581223572,1.5146,1.5147295630944133,1.5145228496658687
180,1.5154471107579233,1.5154,1.5152171980427513,1.5152298685534928
181,1.515736785970616,1.5156,1.515604851836749,1.5156524231097732
182,1.5162245774669654,1.5162,1.51588823947946,1.5162898091039692
183,1.5141165592291697,1.5141,1.513457499229402,1.5140402087382112
184,1.5143452228800576,1.5143,1.5140188487646171,1.5137867041303847
185,1.5139118505486977,1.5138,1.5136019862783126,1.5141579926385615
186,1.5136706658972316,1.5136,1.5136690020438353,1.5132578081357364
187,1.5115339922222886,1.5113,1.5113524053324525,1.511311021251518
188,1.5111435219051041,1.5112,1.511076226870684,1.510720988586459
189,1.5119003001762512,1.5117,1.5113873186154314,1.5116463288105164
190,1.5030331145785063,1.5028,1.5055944396994088,1.503668479239482
191,1.5031646792522366,1.5027,1.503651575955509,1.5025047213676457
192,1.5055160416805524,1.5055,1.503707953107096,1.5052094690873359
193,1.5041222210474894,1.5038,1.503873561675556,1.504113489612851
194,1.5039022714174364,1.5038,1.5037679749489201,1.504272204209033
195,1.5040880982108327,1.5041,1.5061506421956363,1.5045175956002508
196,1.4990707839616972,1.4989,1.4987450103559303,1.4987330728582178
197,1.4993236946985133,1.4994,1.4988779956553753,1.4994073452799652
198,1.4991246148712454,1.4993,1.4984454890207453,1.499415961643595
199,1.501558874739644,1.5012,1.5025714527816902,1.5015366157422845
200,1.5007896773520437,1.5006,1.5017106463335088,1.5010624389070157
201,1.4931762622290814,1.493,1.492954986163591,1.4928942419028912
202,1.493090544831942,1.4931,1.4939360387001457,1.493353134803388
203,1.489306539330921,1.4889,1.4914558019723174,1.4895620393472795
204,1.4881419942148086,1.4882,1.4881298886491836,1.48841972750603
205,1.493601498898848,1.4941,1.4901203622777703,1.4934153862669204
206,1.4934719001505856,1.4934,1.492772195213017,1.4930852643120174
207,1.4935564214123376,1.4937,1.4931000116488442,1.4935739446337406
208,1.4965008424559751,1.4961,1.495773830498809,1.495864373948339
209,1.4946981698884874,1.4944,1.495120601416916,1.4941528633608554
210,1.498465471248539,1.4984,1.4981269988739379,1.4989434025156383
211,1.4846553718308024,1.4841,1.4900768661639159,1.4839532127044235
212,1.4955185950738463,1.4952,1.4966018968703019,1.4950321005563323
213,1.4954274493032031,1.4952,1.4956159992515041,1.495213277488861
214,1.4949508894127976,1.4949,1.4953499079814931,1.4948220684564744
215,1.4978628769273787,1.4978,1.497911283828689,1.4986486337984983
216,1.4933976932177717,1.493,1.4949608122227596,1.4936345872375254
217,1.4940331077777926,1.494,1.4933121010788228,1.4941646208426986
218,1.4979267588966592,1.4978,1.4955593166446284,1.4969774443562214
219,1.5025727690696564,1.5019999999999998,1.5023301270035998,1.5023596029168997
220,1.504523655317675,1.505,1.5041088171551649,1.5044285362492387
221,1.5050596287454645,1.5052,1.5050285275560733,1.5053670989255492
222,1.5057943969341914,1.506,1.5057367771539736,1.5064218331500028
223,1.5060910789907032,1.506,1.505894391837299,1.505723532140169
224,1.5063954538024122,1.506,1.5058348607041905,1.506543881110761
225,1.502888174221479,1.5029,1.5019695520791359,1.5023981091472391
226,1.5058049819773713,1.5059,1.5044717154411806,1.5062599110788737
227,1.506698192444298,1.5067,1.5059710633273402,1.5066716830152158
228,1.5094696856772296,1.5096,1.5080454256019304,1.5089933100062494
229,1.513211373677006,1.5139,1.5131086324852756,1.5138264848756675
230,1.5121400012701574,1.5121,1.5117960882121455,1.512205143775705
231,1.5123403121472054,1.5125,1.5122273193578353,1.5121977430208657
232,1.5114295504021669,1.5115,1.5117389417549865,1.5117273869364594
233,1.5073223220858447,1.5069,1.5067082416878788,1.5074525748751197
234,1.5032204250355445,1.5031,1.5028833137269033,1.5031986612266932
235,1.5029434180184882,1.5029,1.5030759398878275,1.5026556733901684
236,1.5001164530231066,1.5002,1.5010957434602246,1.4996503075490777
237,1.5012912573898298,1.5013,1.5009742776678676,1.5015265574584786
238,1.501872145032287,1.5018,1.5016834713387377,1.5017747942729924
239,1.5025285748559944,1.5025,1.501495692006792,1.5024745625815425
240,1.502986370129074,1.5029,1.5025885948348197,1.5031693515739475
241,1.5010720750695763,1.501,1.50073196225334,1.5008217893446867
242,1.5008592085838992,1.5009,1.500940549370274,1.500583405457351
243,1.5019464790365686,1.5018,1.5012949380128635,1.5020941168441508
244,1.5008505182620364,1.5007,1.5007714709091722,1.5004344494919364
245,1.5005434119552672,1.5004,1.5001653946999995,1.499713849592868
246,1.5005926401340026,1.5005,1.5004906548812342,1.500597698930565
247,1.4971529220977855,1.4969999999999999,1.4970912052070144,1.496593746440399
248,1.4979095153534516,1.4978,1.4974300613238394,1.4976053974497203
249,1.4988640782767562,1.4988,1.4982177368907554,1.4986397215071205
250,1.5068577440035427,1.507,1.5022249157253125,1.506469343174163
251,1.5059082862361397,1.506,1.505736490408928,1.5066055106836442
252,1.5025536726893225,1.5022,1.502953772198983,1.5024808199050907
253,1.5022702618058659,1.5019999999999998,1.5018194938943146,1.502164663132194
254,1.5028252325793436,1.5019999999999998,1.501942332807875,1.503297864543188
255,1.5019264638230463,1.5017,1.5012328488418025,1.5016736326179538
256,1.5061203061868869,1.5065,1.506524470849968,1.5062901979218308
257,1.509321566761901,1.5095,1.5076854549247591,1.5092626659571264
258,1.5066797432152306,1.5066,1.5066107268236693,1.5065044542680566
259,1.5126876513825827,1.5126,1.514099659308251,1.5128049737214182
260,1.504945091601525,1.505,1.503647979932053,1.5050216897762452
261,1.506577968784989,1.5068,1.5049522051867372,1.5065369450858865
262,1.5048613483835727,1.5047,1.5043337752872032,1.5039715476705764
263,1.504804514084215,1.5046,1.504402579271288,1.5045220808497701
264,1.5047227303974928,1.5045,1.504670108329941,1.50468000242478
265,1.505151529312969,1.5051,1.5050975403092894,1.5047799466083829
266,1.499305907524732,1.5002,1.500711687513998,1.4995672650075589
267,1.498381831176277,1.4981,1.4981653663461798,1.4980370810627077
268,1.4981825513132463,1.4984,1.4974378102120047,1.4979020320716385
269,1.5008856102800407,1.5009,1.500667493088713,1.5011581276449446
270,1.500975441131819,1.501,1.5008712944553873,1.5010367460454885
271,1.49898618024321,1.499,1.4987724944827026,1.4990182619913552
272,1.4995731221840816,1.4995,1.4998401105280454,1.5000889835319553
273,1.4988780536380788,1.4989,1.4990937226953043,1.4986753401718174
274,1.4943000766950139,1.4942,1.494424900275836,1.4944463659449552
275,1.490097710996773,1.49,1.4898841627661212,1.4900060923210416
276,1.4899945928999663,1.49,1.489936207627556,1.4900415680277233
277,1.4901344684268163,1.49,1.4898253399595482,1.4897275844960545
278,1.4905949007801922,1.4908,1.4910430411469486,1.4905467506869767
279,1.4914407388663204,1.4914,1.4913516688710595,1.4913053187447671
280,1.4919742643636174,1.492,1.4916359034357873,1.492084062974814
281,1.491416060006104,1.4914,1.4917333913404058,1.4914113297964517
282,1.4874898809927044,1.4874,1.4876779119857644,1.487218594495121
283,1.487159753528317,1.4871,1.487835758898371,1.48710232958189
284,1.487654912903464,1.4875,1.4874500035442246,1.4873904346860085
285,1.4882783627812706,1.4882,1.4882933036714494,1.4881047977506254
286,1.4881068326688893,1.4880000000000002,1.4882747912487413,1.4881908007337783
287,1.4852318425586002,1.4851,1.485375828280367,1.4848278785030429
288,1.4857422122902582,1.4857,1.4853517432826975,1.4856423936690275
289,1.4838084943262366,1.4837,1.4835200620573783,1.4839778256974254
290,1.478146108396358,1.4781,1.4784498412808145,1.477945841466922
291,1.4809830159307689,1.4808,1.481598802140303,1.4814473982806389
292,1.4873903013972927,1.4869999999999999,1.4856735625851796,1.4870411605480198
293,1.484611492377678,1.4845,1.4840431093912465,1.48465095398939
294,1.4821319644056519,1.4816,1.4834743349464299,1.4821009105908756
295,1.4825257912820256,1.4824,1.4823517331894493,1.4821071069127951
296,1.4825526643268394,1.4822,1.4805876458546572,1.4822357658668492
297,1.4840155245091056,1.484,1.4832102965286784,1.4834959533437226
298,1.4815711452234044,1.4809999999999999,1.4804472061478668,1.4812513632605855
299,1.4826453810856346,1.4825,1.4823002960608405,1.4825306298117225
300,1.4816209829515745,1.4816,1.4813365144806492,1.4813018488603715
301,1.4812653020560138,1.4813,1.4818692475391348,1.4808660911767815
302,1.4815831556315575,1.4816,1.4814936118655504,1.4817433316166584
303,1.477810397655835,1.4780000000000002,1.4789138488651459,1.4772026993705962
304,1.478640347817741,1.4785,1.4798901115653695,1.478603546358559
305,1.4739463084258562,1.4739,1.4736334948749805,1.47348300352684
306,1.4714866425941013,1.4714,1.4719167190837086,1.4710490932594125
307,1.470711684449964,1.4711,1.4693482048061217,1.4708865635003034
308,1.470066124293183,1.4701,1.470132254922045,1.46985094327471
309,1.4696530561081358,1.4701,1.4700139117968003,1.4701986763066683
310,1.470406278450693,1.4704,1.4700006255695497,1.4702302902842943
311,1.4705896722123275,1.4705,1.4701981177933625,1.4709858015085642
312,1.4713830375154466,1.4714,1.4713006856711164,1.4718263948707913
313,1.4581514475487227,1.4583,1.4568376037718802,1.4575585809907947
314,1.4528160521841909,1.4527,1.4536561689738963,1.4524621927085404
315,1.4525379601712305,1.4524,1.4519964759356,1.4525770881119255
316,1.446391905210814,1.4468,1.4448239053342036,1.4466869333664958
317,1.460308716508365,1.4598,1.4599633544795856,1.4602583894412104
318,1.458450629411216,1.4582,1.4592495830153664,1.458078688327137
319,1.4559865987497707,1.4561,1.4557637359514717,1.4558608912303184
320,1.4549926037721932,1.4547,1.4545083548854025,1.4540980105194334
321,1.4539729388993479,1.4539,1.4548983673328415,1.4545618452503417
322,1.4485786702779657,1.449,1.4478442088704664,1.448313393248159
323,1.4502918009750354,1.4505,1.4498062751077543,1.4502238585519676
324,1.4510205029714986,1.4509,1.4503986718794852,1.4514018670561795
325,1.4484853697642,1.4483,1.4490523240975322,1.4480317114758376
326,1.4563665886800106,1.4562,1.45529483616601,1.4563485473300402
327,1.4607541121380374,1.4606,1.4603328733580858,1.460334770930845
328,1.4608013839521923,1.4606,1.460580891370001,1.459755813786674
329,1.4654370746672922,1.4657,1.4672422916943058,1.4658145872782056
330,1.4640221465633256,1.464,1.4641390754775545,1.4639655578321848
331,1.4639152166125942,1.4641,1.4636692724949685,1.4644340088962648
332,1.459097818027099,1.4581,1.4575696414785961,1.457850587638009
333,1.4560168815520629,1.456,1.4558844333995222,1.455699249021623
334,1.4522629855626186,1.4523,1.4512638958328519,1.4520518522149954
335,1.4541786395252576,1.4541,1.4537402829267445,1.4531315649765615
336,1.4536181671892294,1.4538,1.4547935850094473,1.4537658305744712
337,1.4531051556727008,1.4531,1.4540799080511748,1.4534812935999666
338,1.450779843981317,1.4508,1.4504817481029262,1.4506551577615623
339,1.4489063744984614,1.4489,1.4490612623992132,1.4484821253827844
340,1.4398162940225618,1.4396,1.4422825843903762,1.4399878818913434
341,1.4378494617235766,1.4378,1.4369976603186119,1.43763215079895
342,1.438469704705972,1.4386,1.4377515227607152,1.4386389729007218
343,1.437344402645681,1.4374,1.4369536908316363,1.4367721109557037
344,1.4394575877520617,1.4395,1.4381247914015314,1.439529227875087
345,1.4356065765187447,1.4353,1.4332021046172654,1.4358542376103882
346,1.4393423745359941,1.4394,1.436526692232219,1.4396290777622793
347,1.437748621192792,1.4377,1.4382667763090273,1.4370499736069773
348,1.4396170675105402,1.4392,1.4396167216227882,1.439226122656751
349,1.4229878736788646,1.423,1.4219368694284136,1.4229791463258747
350,1.4205903948816687,1.4206,1.4221921370242665,1.4205583830735717
351,1.419147690346002,1.4195,1.4195399824102515,1.4188696794117872
352,1.4188511108379258,1.4187,1.4182987993798506,1.4194040676484887
353,1.4170396417646869,1.4187,1.418534087612055,1.418720101788554
354,1.4134627245297102,1.4161,1.4136756701892144,1.4159175381901745
355,1.4184780557050438,1.4184,1.4186219590958304,1.418554327301595
356,1.4198449013487129,1.4195,1.4210048563390867,1.4194952073413019
357,1.4173229184609188,1.4165,1.4193117249638019,1.4172680686133985
358,1.4039442650823915,1.4040000000000001,1.4030068893611412,1.4044200753233467
359,1.4008301714869458,1.4011,1.4035490003159987,1.404653868721712
360,1.4043655644907764,1.4042,1.402205705207657,1.4038215294386331
361,1.4014492949990311,1.4012,1.402243640193846,1.4012912221624587
362,1.4078529591915412,1.4087,1.4059913973865408,1.408288306640375
363,1.4070760655310666,1.4071,1.4066683046031134,1.4075093300453458
364,1.4070587074600538,1.4071,1.4075771001751072,1.4034946747961525
365,1.4077596262816412,1.4076,1.4078744306214726,1.4070156776252274
366,1.4090717160494561,1.4093,1.4060838290161006,1.4088397518172
367,1.4099350009853102,1.41,1.4091867779748044,1.4093649926035736
368,1.408142051756896,1.4079,1.4096988434412954,1.4081609866953526
369,1.4122363252075125,1.4116,1.4089343028398613,1.4105244533530508
370,1.4089848257585689,1.409,1.410195248580437,1.4085276523510997
371,1.403470750969025,1.4034,1.406643114065329,1.4033524101506059
372,1.4090913773455316,1.4087,1.4126261568534988,1.4085688992309455
373,1.4075797659445448,1.4075,1.4070349985224242,1.4075163456983004
374,1.4074686222936028,1.4076,1.4075234375659122,1.4065843947137777
375,1.406301546164594,1.4062,1.4056692860981541,1.405974772144023
376,1.4076338274924225,1.4077,1.4073153651099994,1.4103824192098413
377,1.4066952141006255,1.4066,1.4083329385734165,1.4072503671887402
378,1.4092494654833068,1.4092,1.4104110071311233,1.408074594186533
379,1.4008192041032412,1.401,1.4006909609554954,1.3997077467757348
380,1.3994754875415345,1.4001,1.4004277006317003,1.3988202683067952
381,1.399356853926102,1.4,1.399844401396117,1.3995143788307045
382,1.4049193115691891,1.4049,1.4053628580723858,1.4052015916350369
383,1.4072183205695483,1.4072,1.4068909118099189,1.407223312733609
384,1.401934530078321,1.4014,1.4038920913980661,1.4019814770109091
385,1.4022908660869615,1.4022,1.4025172005759632,1.401719382814977
386,1.4053496701973112,1.4053,1.4060433900827243,1.406134469518352
387,1.4121593886730266,1.4118,1.4078731933784279,1.4118739067017172
388,1.4101669411369946,1.4103,1.41215354178279,1.4100625599640493
389,1.4110084088701254,1.4106,1.410835736648154,1.4116730276401226
390,1.409488711407629,1.4097,1.4096609644557119,1.4099868175945316
391,1.4081066735610477,1.4079,1.4098572280676858,1.4078700806385909
392,1.4072569806852457,1.4072,1.4066512027475202,1.4072646876703088
393,1.4067023742192324,1.4065,1.4053846604596152,1.4066042353770767
394,1.4101692245987334,1.4102,1.41024571282084,1.4107422862107937
395,1.4126981584180258,1.4129,1.4121565342042641,1.412905595349062
396,1.4139316659477557,1.4138,1.4156790320160768,1.4138494996259992
397,1.4113466593365611,1.4114,1.4114463684262761,1.4119293911754225
398,1.4132711972909273,1.4131,1.412708299664566,1.413342394484121
399,1.416767106634689,1.4168,1.4161295920246595,1.417097196066666
400,1.4158495839379999,1.4159,1.416366275331828,1.4161930655500923
401,1.4209449431574448,1.4208,1.4215833704409708,1.420588546283457
402,1.438087810160284,1.4385,1.4396003314210857,1.4390519804692898
403,1.4388614170496024,1.4384,1.4385424075549742,1.4382989100086574
404,1.437648617755628,1.4376,1.4376286291739417,1.4371390902343277
405,1.457835631520371,1.4587,1.4527276220146852,1.4584975459984575
406,1.4595912749202342,1.4594,1.460459364318016,1.4583935757073645
407,1.4596674350910457,1.4594,1.4598447610231284,1.4587033075186495
408,1.4608799407245916,1.46,1.459665919421902,1.459919927958313
409,1.4583032402533804,1.4581,1.4593709321599335,1.458599407542411
410,1.4551084142844193,1.4549,1.455066530747011,1.4543014039191489
411,1.4546625245393459,1.4549,1.4547684387560027,1.454978373683903
412,1.459535187347651,1.4595,1.4607326880623848,1.4598171518555914
413,1.4625486430025625,1.4624,1.4574800006340467,1.4621382708101605
414,1.4564747110440213,1.4561,1.4584777347456428,1.4562071432265524
415,1.4533088304205806,1.4528,1.4554114063670522,1.453513190233994
